"","Experiment","Condition","Pair","Block","TrialN","Animal","Number","Movement","Description","Participant","ParticipantID","Score","WordOrder","Marked"
"26","Experiment1","66-33",60,"Training",13,6,2,2,"boingla fino yav","P2","60P2",NA,"VNP",TRUE
"27","Experiment1","66-33",60,"Training",14,1,1,1,"wooshla beeko pag","P1","60P1",NA,"VNP",TRUE
"28","Experiment1","66-33",60,"Training",14,4,2,1,"wooshla bugo yav","P2","60P2",NA,"VNP",TRUE
"29","Experiment1","66-33",60,"Training",15,6,1,1,"wooshla fino pag","P1","60P1",NA,"VNP",TRUE
"30","Experiment1","66-33",60,"Training",15,1,1,1,"wooshla beeko pag","P2","60P2",NA,"VNP",TRUE
"31","Experiment1","66-33",60,"Training",16,2,2,2,"boingla trunko yav","P1","60P1",NA,"VNP",TRUE
"32","Experiment1","66-33",60,"Training",16,6,2,1,"wooshla fino yav","P2","60P2",NA,"VNP",TRUE
"33","Experiment1","66-33",60,"Training",17,5,2,1,"wooshla oinko yav","P1","60P1",NA,"VNP",TRUE
"34","Experiment1","66-33",60,"Training",17,2,2,2,"boingla trunko yav","P2","60P2",NA,"VNP",TRUE
"35","Experiment1","66-33",60,"Training",18,6,2,2,"boingla fino yav","P1","60P1",NA,"VNP",TRUE
"36","Experiment1","66-33",60,"Training",18,4,1,1,"wooshla bugo","P2","60P2",NA,"VN",FALSE
"37","Experiment1","66-33",60,"Training",19,3,2,1,"wooshla hoppo yav","P1","60P1",NA,"VNP",TRUE
"38","Experiment1","66-33",60,"Training",19,5,2,2,"boingla oinko yav","P2","60P2",NA,"VNP",TRUE
"39","Experiment1","66-33",60,"Training",20,4,1,1,"wooshla bugo pag","P1","60P1",NA,"VNP",TRUE
"40","Experiment1","66-33",60,"Training",20,2,2,1,"wooshla trunko yav","P2","60P2",NA,"VNP",TRUE
"41","Experiment1","66-33",60,"Training",21,5,1,2,"boingla oinko","P1","60P1",NA,"VN",FALSE
"42","Experiment1","66-33",60,"Training",21,6,1,1,"wooshla fino","P2","60P2",NA,"VN",FALSE
"43","Experiment1","66-33",60,"Training",22,2,1,2,"boingla trunko pag","P1","60P1",NA,"VNP",TRUE
"44","Experiment1","66-33",60,"Training",22,3,2,2,"boingla hoppo yav","P2","60P2",NA,"VNP",TRUE
"45","Experiment1","66-33",60,"Training",23,5,2,2,"boingla oinko yav","P1","60P1",NA,"VNP",TRUE
"46","Experiment1","66-33",60,"Training",23,3,1,1,"wooshla hoppo pag","P2","60P2",NA,"VNP",TRUE
"47","Experiment1","66-33",60,"Training",24,1,1,2,"boingla beeko pag","P1","60P1",NA,"VNP",TRUE
"48","Experiment1","66-33",60,"Training",24,4,2,2,"boingla bugo yav","P2","60P2",NA,"VNP",TRUE
"49","Experiment1","66-33",60,"Training",25,6,2,1,"wooshla fino yav","P1","60P1",NA,"VNP",TRUE
"50","Experiment1","66-33",60,"Training",25,5,2,1,"wooshla oinko yav","P2","60P2",NA,"VNP",TRUE
"51","Experiment1","66-33",60,"Training",26,2,1,2,"boingla trunko","P1","60P1",NA,"VN",FALSE
"52","Experiment1","66-33",60,"Training",26,4,1,1,"wooshla bugo pag","P2","60P2",NA,"VNP",TRUE
"53","Experiment1","66-33",60,"Training",27,6,1,1,"wooshla fino","P1","60P1",NA,"VN",FALSE
"54","Experiment1","66-33",60,"Training",27,5,1,2,"boingla oinko pag","P2","60P2",NA,"VNP",TRUE
"55","Experiment1","66-33",60,"Training",28,4,1,2,"boingla bugo","P1","60P1",NA,"VN",FALSE
"56","Experiment1","66-33",60,"Training",28,2,2,2,"boingla trunko yav","P2","60P2",NA,"VNP",TRUE
"57","Experiment1","66-33",60,"Training",29,2,2,1,"wooshla trunko yav","P1","60P1",NA,"VNP",TRUE
"58","Experiment1","66-33",60,"Training",29,6,1,1,"wooshla fino","P2","60P2",NA,"VN",FALSE
"59","Experiment1","66-33",60,"Training",30,5,1,2,"boingla oinko pag","P1","60P1",NA,"VNP",TRUE
"60","Experiment1","66-33",60,"Training",30,5,2,2,"boingla oinko yav","P2","60P2",NA,"VNP",TRUE
"61","Experiment1","66-33",60,"Training",31,5,1,1,"wooshla oinko","P1","60P1",NA,"VN",FALSE
"62","Experiment1","66-33",60,"Training",31,1,2,2,"boingla beeko yav","P2","60P2",NA,"VNP",TRUE
"63","Experiment1","66-33",60,"Training",32,6,1,2,"boingla fino pag","P1","60P1",NA,"VNP",TRUE
"64","Experiment1","66-33",60,"Training",32,4,2,2,"boingla bugo yav","P2","60P2",NA,"VNP",TRUE
"65","Experiment1","66-33",60,"Training",33,1,2,1,"wooshla beeko yav","P1","60P1",NA,"VNP",TRUE
"66","Experiment1","66-33",60,"Training",33,3,1,1,"wooshla hoppo","P2","60P2",NA,"VN",FALSE
"67","Experiment1","66-33",60,"Training",34,2,1,1,"wooshla trunko pag","P1","60P1",NA,"VNP",TRUE
"68","Experiment1","66-33",60,"Training",34,6,2,1,"wooshla fino yav","P2","60P2",NA,"VNP",TRUE
"69","Experiment1","66-33",60,"Training",35,3,1,2,"boingla hoppo pag","P1","60P1",NA,"VNP",TRUE
"70","Experiment1","66-33",60,"Training",35,3,1,2,"boingla hoppo","P2","60P2",NA,"VN",FALSE
"71","Experiment1","66-33",60,"Training",36,6,2,2,"boingla fino yav","P1","60P1",NA,"VNP",TRUE
"72","Experiment1","66-33",60,"Training",36,2,2,1,"wooshla trunko yav","P2","60P2",NA,"VNP",TRUE
"73","Experiment1","66-33",60,"Training",37,5,2,2,"boingla oinko yav","P1","60P1",NA,"VNP",TRUE
"74","Experiment1","66-33",60,"Training",37,4,2,1,"wooshla bugo yav","P2","60P2",NA,"VNP",TRUE
"75","Experiment1","66-33",60,"Training",38,3,1,1,"wooshla hoppo pag","P1","60P1",NA,"VNP",TRUE
"76","Experiment1","66-33",60,"Training",38,5,1,1,"wooshla oinko pag","P2","60P2",NA,"VNP",TRUE
"77","Experiment1","66-33",60,"Training",39,4,1,1,"wooshla bugo pag","P1","60P1",NA,"VNP",TRUE
"78","Experiment1","66-33",60,"Training",39,3,2,1,"wooshla hoppo yav","P2","60P2",NA,"VNP",TRUE
"79","Experiment1","66-33",60,"Training",40,5,2,1,"wooshla oinko yav","P1","60P1",NA,"VNP",TRUE
"80","Experiment1","66-33",60,"Training",40,6,2,2,"boingla fino yav","P2","60P2",NA,"VNP",TRUE
"81","Experiment1","66-33",60,"Training",41,1,2,2,"boingla beeko yav","P1","60P1",NA,"VNP",TRUE
"82","Experiment1","66-33",60,"Training",41,6,1,2,"boingla fino","P2","60P2",NA,"VN",FALSE
"83","Experiment1","66-33",60,"Training",42,1,1,2,"boingla beeko pag","P1","60P1",NA,"VNP",TRUE
"84","Experiment1","66-33",60,"Training",42,2,1,2,"boingla trunko","P2","60P2",NA,"VN",FALSE
"85","Experiment1","66-33",60,"Training",43,4,2,2,"boingla bugo yav","P1","60P1",NA,"VNP",TRUE
"86","Experiment1","66-33",60,"Training",43,4,1,2,"boingla bugo pag","P2","60P2",NA,"VNP",TRUE
"87","Experiment1","66-33",60,"Training",44,1,1,1,"wooshla beeko pag","P1","60P1",NA,"VNP",TRUE
"88","Experiment1","66-33",60,"Training",44,1,2,1,"wooshla beeko yav","P2","60P2",NA,"VNP",TRUE
"89","Experiment1","66-33",60,"Training",45,3,2,2,"boingla hoppo yav","P1","60P1",NA,"VNP",TRUE
"90","Experiment1","66-33",60,"Training",45,2,1,1,"wooshla trunko","P2","60P2",NA,"VN",FALSE
"91","Experiment1","66-33",60,"Training",46,4,2,1,"wooshla bugo yav","P1","60P1",NA,"VNP",TRUE
"92","Experiment1","66-33",60,"Training",46,1,1,1,"wooshla beeko","P2","60P2",NA,"VN",FALSE
"93","Experiment1","66-33",60,"Training",47,2,2,2,"boingla trunko yav","P1","60P1",NA,"VNP",TRUE
"94","Experiment1","66-33",60,"Training",47,1,1,2,"boingla beeko","P2","60P2",NA,"VN",FALSE
"95","Experiment1","66-33",60,"Training",48,3,2,1,"wooshla hoppo yav","P1","60P1",NA,"VNP",TRUE
"96","Experiment1","66-33",60,"Training",48,3,2,2,"boingla hoppo yav","P2","60P2",NA,"VNP",TRUE
"97","Experiment1","66-33",60,"Training",49,2,1,1,"wooshla trunko pag","P1","60P1",NA,"VNP",TRUE
"98","Experiment1","66-33",60,"Training",49,4,1,2,"boingla bugo pag","P2","60P2",NA,"VNP",TRUE
"99","Experiment1","66-33",60,"Training",50,5,1,1,"wooshla oinko pag","P1","60P1",NA,"VNP",TRUE
"100","Experiment1","66-33",60,"Training",50,1,1,1,"wooshla beeko","P2","60P2",NA,"VN",FALSE
"101","Experiment1","66-33",60,"Training",51,2,2,1,"wooshla trunko yav","P1","60P1",NA,"VNP",TRUE
"102","Experiment1","66-33",60,"Training",51,3,2,2,"boingla hoppo yav","P2","60P2",NA,"VNP",TRUE
"103","Experiment1","66-33",60,"Training",52,4,1,1,"wooshla bugo pag","P1","60P1",NA,"VNP",TRUE
"104","Experiment1","66-33",60,"Training",52,1,1,2,"boingla beeko","P2","60P2",NA,"VN",FALSE
"105","Experiment1","66-33",60,"Training",53,1,1,1,"wooshla beeko","P1","60P1",NA,"VN",FALSE
"106","Experiment1","66-33",60,"Training",53,5,1,2,"boingla oinko","P2","60P2",NA,"VN",FALSE
"107","Experiment1","66-33",60,"Training",54,4,1,2,"boingla bugo","P1","60P1",NA,"VN",FALSE
"108","Experiment1","66-33",60,"Training",54,5,2,2,"boingla oinko yav","P2","60P2",NA,"VNP",TRUE
"109","Experiment1","66-33",60,"Training",55,1,2,1,"wooshla beeko yav","P1","60P1",NA,"VNP",TRUE
"110","Experiment1","66-33",60,"Training",55,4,2,2,"boingla bugo yav","P2","60P2",NA,"VNP",TRUE
"111","Experiment1","66-33",60,"Training",56,3,1,2,"boingla hoppo pag","P1","60P1",NA,"VNP",TRUE
"112","Experiment1","66-33",60,"Training",56,6,2,1,"wooshla fino yav","P2","60P2",NA,"VNP",TRUE
"113","Experiment1","66-33",60,"Training",57,3,2,1,"wooshla hoppo yav","P1","60P1",NA,"VNP",TRUE
"114","Experiment1","66-33",60,"Training",57,1,2,2,"boingla beeko yav","P2","60P2",NA,"VNP",TRUE
"115","Experiment1","66-33",60,"Training",58,4,2,1,"wooshla bugo yav","P1","60P1",NA,"VNP",TRUE
"116","Experiment1","66-33",60,"Training",58,3,1,1,"wooshla hoppo","P2","60P2",NA,"VN",FALSE
"117","Experiment1","66-33",60,"Training",59,4,2,2,"boingla bugo yav","P1","60P1",NA,"VNP",TRUE
"118","Experiment1","66-33",60,"Training",59,5,2,1,"wooshla oinko yav","P2","60P2",NA,"VNP",TRUE
"119","Experiment1","66-33",60,"Training",60,6,2,1,"wooshla fino yav","P1","60P1",NA,"VNP",TRUE
"120","Experiment1","66-33",60,"Training",60,6,2,2,"boingla fino yav","P2","60P2",NA,"VNP",TRUE
"121","Experiment1","66-33",60,"Training",61,1,1,2,"boingla beeko","P1","60P1",NA,"VN",FALSE
"122","Experiment1","66-33",60,"Training",61,5,1,1,"wooshla oinko","P2","60P2",NA,"VN",FALSE
"123","Experiment1","66-33",60,"Training",62,2,2,2,"boingla trunko yav","P1","60P1",NA,"VNP",TRUE
"124","Experiment1","66-33",60,"Training",62,2,1,2,"boingla trunko pag","P2","60P2",NA,"VNP",TRUE
"125","Experiment1","66-33",60,"Training",63,3,1,1,"wooshla hoppo","P1","60P1",NA,"VN",FALSE
"126","Experiment1","66-33",60,"Training",63,2,1,1,"wooshla trunko pag","P2","60P2",NA,"VNP",TRUE
"127","Experiment1","66-33",60,"Training",64,1,2,2,"boingla beeko yav","P1","60P1",NA,"VNP",TRUE
"128","Experiment1","66-33",60,"Training",64,4,1,1,"wooshla bugo pag","P2","60P2",NA,"VNP",TRUE
"129","Experiment1","66-33",60,"Training",65,5,2,2,"boingla oinko yav","P1","60P1",NA,"VNP",TRUE
"130","Experiment1","66-33",60,"Training",65,2,2,1,"wooshla trunko yav","P2","60P2",NA,"VNP",TRUE
"131","Experiment1","66-33",60,"Training",66,6,1,2,"boingla fino pag","P1","60P1",NA,"VNP",TRUE
"132","Experiment1","66-33",60,"Training",66,1,2,1,"wooshla beeko yav","P2","60P2",NA,"VNP",TRUE
"133","Experiment1","66-33",60,"Training",67,6,1,1,"wooshla fino pag","P1","60P1",NA,"VNP",TRUE
"134","Experiment1","66-33",60,"Training",67,6,1,2,"boingla fino","P2","60P2",NA,"VN",FALSE
"135","Experiment1","66-33",60,"Training",68,3,2,2,"boingla hoppo yav","P1","60P1",NA,"VNP",TRUE
"136","Experiment1","66-33",60,"Training",68,3,2,1,"wooshla hoppo yav","P2","60P2",NA,"VNP",TRUE
"137","Experiment1","66-33",60,"Training",69,2,1,2,"boingla trunko pag","P1","60P1",NA,"VNP",TRUE
"138","Experiment1","66-33",60,"Training",69,6,1,1,"wooshla fino","P2","60P2",NA,"VN",FALSE
"139","Experiment1","66-33",60,"Training",70,6,2,2,"boingla fino yav","P1","60P1",NA,"VNP",TRUE
"140","Experiment1","66-33",60,"Training",70,4,2,1,"wooshla bugo yav","P2","60P2",NA,"VNP",TRUE
"141","Experiment1","66-33",60,"Training",71,5,1,2,"boingla oinko pag","P1","60P1",NA,"VNP",TRUE
"142","Experiment1","66-33",60,"Training",71,3,1,2,"boingla hoppo","P2","60P2",NA,"VN",FALSE
"143","Experiment1","66-33",60,"Training",72,5,2,1,"wooshla oinko yav","P1","60P1",NA,"VNP",TRUE
"144","Experiment1","66-33",60,"Training",72,2,2,2,"boingla trunko yav","P2","60P2",NA,"VNP",TRUE
"145","Experiment1","66-33",60,"Training",73,1,2,1,"wooshla beeko yav","P1","60P1",NA,"VNP",TRUE
"146","Experiment1","66-33",60,"Training",73,4,1,2,"boingla bugo","P2","60P2",NA,"VN",FALSE
"147","Experiment1","66-33",60,"Training",74,6,2,1,"wooshla fino yav","P1","60P1",NA,"VNP",TRUE
"148","Experiment1","66-33",60,"Training",74,3,1,1,"wooshla hoppo pag","P2","60P2",NA,"VNP",TRUE
"149","Experiment1","66-33",60,"Training",75,2,2,2,"boingla trunko yav","P1","60P1",NA,"VNP",TRUE
"150","Experiment1","66-33",60,"Training",75,1,2,1,"wooshla beeko yav","P2","60P2",NA,"VNP",TRUE
"151","Experiment1","66-33",60,"Training",76,2,1,2,"boingla trunko pag","P1","60P1",NA,"VNP",TRUE
"152","Experiment1","66-33",60,"Training",76,6,1,2,"boingla fino","P2","60P2",NA,"VN",FALSE
"153","Experiment1","66-33",60,"Training",77,1,2,2,"boingla beeko yav","P1","60P1",NA,"VNP",TRUE
"154","Experiment1","66-33",60,"Training",77,2,1,2,"boingla trunko","P2","60P2",NA,"VN",FALSE
"155","Experiment1","66-33",60,"Training",78,5,1,2,"boingla oinko pag","P1","60P1",NA,"VNP",TRUE
"156","Experiment1","66-33",60,"Training",78,5,2,1,"wooshla oinko yav","P2","60P2",NA,"VNP",TRUE
"157","Experiment1","66-33",60,"Training",79,4,1,2,"boingla bugo pag","P1","60P1",NA,"VNP",TRUE
"158","Experiment1","66-33",60,"Training",79,6,2,2,"boingla fino yav","P2","60P2",NA,"VNP",TRUE
"159","Experiment1","66-33",60,"Training",80,6,1,2,"boingla fino pag","P1","60P1",NA,"VNP",TRUE
"160","Experiment1","66-33",60,"Training",80,4,2,1,"wooshla bugo yav","P2","60P2",NA,"VNP",TRUE
"161","Experiment1","66-33",60,"Training",81,6,2,2,"boingla fino yav","P1","60P1",NA,"VNP",TRUE
"162","Experiment1","66-33",60,"Training",81,3,2,1,"wooshla hoppo yav","P2","60P2",NA,"VNP",TRUE
"163","Experiment1","66-33",60,"Training",82,5,1,1,"wooshla oinko pag","P1","60P1",NA,"VNP",TRUE
"164","Experiment1","66-33",60,"Training",82,1,2,2,"boingla beeko yav","P2","60P2",NA,"VNP",TRUE
"165","Experiment1","66-33",60,"Training",83,1,1,2,"boingla beeko","P1","60P1",NA,"VN",FALSE
"166","Experiment1","66-33",60,"Training",83,6,1,1,"wooshla fino pag","P2","60P2",NA,"VNP",TRUE
"167","Experiment1","66-33",60,"Training",84,2,1,1,"wooshla trunko","P1","60P1",NA,"VN",FALSE
"168","Experiment1","66-33",60,"Training",84,5,2,2,"boingla oinko yav","P2","60P2",NA,"VNP",TRUE
"169","Experiment1","66-33",60,"Training",85,4,1,1,"wooshla bugo","P1","60P1",NA,"VN",FALSE
"170","Experiment1","66-33",60,"Training",85,1,1,1,"wooshla beeko","P2","60P2",NA,"VN",FALSE
"171","Experiment1","66-33",60,"Training",86,5,2,2,"boingla oinko yav","P1","60P1",NA,"VNP",TRUE
"172","Experiment1","66-33",60,"Training",86,6,2,1,"wooshla fino yav","P2","60P2",NA,"VNP",TRUE
"173","Experiment1","66-33",60,"Training",87,3,2,2,"boingla hoppo yav","P1","60P1",NA,"VNP",TRUE
"174","Experiment1","66-33",60,"Training",87,1,1,2,"boingla beeko pag","P2","60P2",NA,"VNP",TRUE
"175","Experiment1","66-33",60,"Training",88,3,1,1,"wooshla hoppo pag","P1","60P1",NA,"VNP",TRUE
"176","Experiment1","66-33",60,"Training",88,2,2,1,"wooshla trunko yav","P2","60P2",NA,"VNP",TRUE
"177","Experiment1","66-33",60,"Training",89,3,2,1,"wooshla hoppo yav","P1","60P1",NA,"VNP",TRUE
"178","Experiment1","66-33",60,"Training",89,4,2,2,"boingla bugo yav","P2","60P2",NA,"VNP",TRUE
"179","Experiment1","66-33",60,"Training",90,3,1,2,"boingla hoppo","P1","60P1",NA,"VN",FALSE
"180","Experiment1","66-33",60,"Training",90,5,1,2,"boingla oinko pag","P2","60P2",NA,"VNP",TRUE
"181","Experiment1","66-33",60,"Training",91,4,2,1,"wooshla bugo yav","P1","60P1",NA,"VNP",TRUE
"182","Experiment1","66-33",60,"Training",91,5,1,1,"wooshla oinko","P2","60P2",NA,"VN",FALSE
"183","Experiment1","66-33",60,"Training",92,6,1,1,"wooshla fino pag","P1","60P1",NA,"VNP",TRUE
"184","Experiment1","66-33",60,"Training",92,2,2,2,"boingla trunko yav","P2","60P2",NA,"VNP",TRUE
"185","Experiment1","66-33",60,"Training",93,2,2,1,"wooshla trunko yav","P1","60P1",NA,"VNP",TRUE
"186","Experiment1","66-33",60,"Training",93,2,1,1,"wooshla trunko","P2","60P2",NA,"VN",FALSE
"187","Experiment1","66-33",60,"Training",94,5,2,1,"wooshla oinko yav","P1","60P1",NA,"VNP",TRUE
"188","Experiment1","66-33",60,"Training",94,3,2,2,"boingla hoppo yav","P2","60P2",NA,"VNP",TRUE
"189","Experiment1","66-33",60,"Training",95,4,2,2,"boingla bugo yav","P1","60P1",NA,"VNP",TRUE
"190","Experiment1","66-33",60,"Training",95,4,1,1,"wooshla bugo","P2","60P2",NA,"VN",FALSE
"191","Experiment1","66-33",60,"Training",96,1,1,1,"wooshla beeko pag","P1","60P1",NA,"VNP",TRUE
"192","Experiment1","66-33",60,"Training",96,3,1,2,"boingla hoppo","P2","60P2",NA,"VN",FALSE
"193","Experiment1","66-33",60,"Training",97,5,2,2,"boingla oinko yav","P1","60P1",NA,"VNP",TRUE
"194","Experiment1","66-33",60,"Training",97,4,1,2,"boingla bugo","P2","60P2",NA,"VN",FALSE
"195","Experiment1","66-33",60,"Training",98,6,2,2,"boingla fino yav","P1","60P1",NA,"VNP",TRUE
"196","Experiment1","66-33",60,"Training",98,2,2,1,"wooshla trunko yav","P2","60P2",NA,"VNP",TRUE
"197","Experiment1","66-33",60,"Training",99,5,1,2,"boingla oinko pag","P1","60P1",NA,"VNP",TRUE
"198","Experiment1","66-33",60,"Training",99,1,2,2,"boingla beeko yav","P2","60P2",NA,"VNP",TRUE
"199","Experiment1","66-33",60,"Training",100,3,1,1,"wooshla hoppo pag","P1","60P1",NA,"VNP",TRUE
"200","Experiment1","66-33",60,"Training",100,3,1,2,"boingla hoppo pag","P2","60P2",NA,"VNP",TRUE
"201","Experiment1","66-33",60,"Training",101,1,2,1,"wooshla beeko yav","P1","60P1",NA,"VNP",TRUE
"202","Experiment1","66-33",60,"Training",101,4,1,1,"wooshla bugo","P2","60P2",NA,"VN",FALSE
"203","Experiment1","66-33",60,"Training",102,3,2,1,"wooshla hoppo yav","P1","60P1",NA,"VNP",TRUE
"204","Experiment1","66-33",60,"Training",102,2,1,2,"boingla trunko","P2","60P2",NA,"VN",FALSE
"205","Experiment1","66-33",60,"Training",103,6,1,1,"wooshla fino pag","P1","60P1",NA,"VNP",TRUE
"206","Experiment1","66-33",60,"Training",103,5,2,2,"boingla oinko yav","P2","60P2",NA,"VNP",TRUE
"207","Experiment1","66-33",60,"Training",104,5,1,1,"wooshla oinko pag","P1","60P1",NA,"VNP",TRUE
"208","Experiment1","66-33",60,"Training",104,6,1,1,"wooshla fino","P2","60P2",NA,"VN",FALSE
"209","Experiment1","66-33",60,"Training",105,1,2,2,"boingla beeko yav","P1","60P1",NA,"VNP",TRUE
"210","Experiment1","66-33",60,"Training",105,4,2,1,"wooshla bugo yav","P2","60P2",NA,"VNP",TRUE
"211","Experiment1","66-33",60,"Training",106,4,2,1,"wooshla bugo yav","P1","60P1",NA,"VNP",TRUE
"212","Experiment1","66-33",60,"Training",106,5,2,1,"wooshla oinko yav","P2","60P2",NA,"VNP",TRUE
"213","Experiment1","66-33",60,"Training",107,5,2,1,"wooshla oinko yav","P1","60P1",NA,"VNP",TRUE
"214","Experiment1","66-33",60,"Training",107,6,2,1,"wooshla fino yav","P2","60P2",NA,"VNP",TRUE
"215","Experiment1","66-33",60,"Training",108,3,2,2,"boingla hoppo yav","P1","60P1",NA,"VNP",TRUE
"216","Experiment1","66-33",60,"Training",108,6,2,2,"boingla fino yav","P2","60P2",NA,"VNP",TRUE
"217","Experiment1","66-33",60,"Training",109,2,2,1,"wooshla trunko yav","P1","60P1",NA,"VNP",TRUE
"218","Experiment1","66-33",60,"Training",109,2,2,2,"boingla trunko yav","P2","60P2",NA,"VNP",TRUE
"219","Experiment1","66-33",60,"Training",110,3,1,2,"boingla hoppo","P1","60P1",NA,"VN",FALSE
"220","Experiment1","66-33",60,"Training",110,5,1,2,"boingla oinko","P2","60P2",NA,"VN",FALSE
"221","Experiment1","66-33",60,"Training",111,2,2,2,"boingla trunko yav","P1","60P1",NA,"VNP",TRUE
"222","Experiment1","66-33",60,"Training",111,1,1,2,"boingla beeko pag","P2","60P2",NA,"VNP",TRUE
"223","Experiment1","66-33",60,"Training",112,1,1,2,"boingla beeko pag","P1","60P1",NA,"VNP",TRUE
"224","Experiment1","66-33",60,"Training",112,3,2,1,"wooshla hoppo yav","P2","60P2",NA,"VNP",TRUE
"225","Experiment1","66-33",60,"Training",113,1,1,1,"wooshla beeko","P1","60P1",NA,"VN",FALSE
"226","Experiment1","66-33",60,"Training",113,1,1,1,"wooshla beeko pag","P2","60P2",NA,"VNP",TRUE
"227","Experiment1","66-33",60,"Training",114,4,1,1,"wooshla bugo","P1","60P1",NA,"VN",FALSE
"228","Experiment1","66-33",60,"Training",114,6,1,2,"boingla fino","P2","60P2",NA,"VN",FALSE
"229","Experiment1","66-33",60,"Training",115,4,2,2,"boingla bugo yav","P1","60P1",NA,"VNP",TRUE
"230","Experiment1","66-33",60,"Training",115,2,1,1,"wooshla trunko","P2","60P2",NA,"VN",FALSE
"231","Experiment1","66-33",60,"Training",116,6,1,2,"boingla fino","P1","60P1",NA,"VN",FALSE
"232","Experiment1","66-33",60,"Training",116,3,2,2,"boingla hoppo yav","P2","60P2",NA,"VNP",TRUE
"233","Experiment1","66-33",60,"Training",117,4,1,2,"boingla bugo pag","P1","60P1",NA,"VNP",TRUE
"234","Experiment1","66-33",60,"Training",117,4,2,2,"boingla bugo yav","P2","60P2",NA,"VNP",TRUE
"235","Experiment1","66-33",60,"Training",118,2,1,2,"boingla trunko pag","P1","60P1",NA,"VNP",TRUE
"236","Experiment1","66-33",60,"Training",118,1,2,1,"wooshla beeko yav","P2","60P2",NA,"VNP",TRUE
"237","Experiment1","66-33",60,"Training",119,2,1,1,"wooshla trunko pag","P1","60P1",NA,"VNP",TRUE
"238","Experiment1","66-33",60,"Training",119,5,1,1,"wooshla oinko pag","P2","60P2",NA,"VNP",TRUE
"239","Experiment1","66-33",60,"Training",120,6,2,1,"wooshla fino yav","P1","60P1",NA,"VNP",TRUE
"240","Experiment1","66-33",60,"Training",120,3,1,1,"wooshla hoppo","P2","60P2",NA,"VN",FALSE
"241","Experiment1","66-33",60,"Training",121,3,1,1,"wooshla hoppo","P1","60P1",NA,"VN",FALSE
"242","Experiment1","66-33",60,"Training",121,3,2,2,"boingla hoppo yav","P2","60P2",NA,"VNP",TRUE
"243","Experiment1","66-33",60,"Training",122,1,1,2,"boingla beeko pag","P1","60P1",NA,"VNP",TRUE
"244","Experiment1","66-33",60,"Training",122,4,2,2,"boingla bugo yav","P2","60P2",NA,"VNP",TRUE
